product_direction,product_category,product_brand,product_name,product_price,production_date,expire_date,period_of_duration,brand_availability,discount_percentage,price_after_discount,store_name,location_long,location_lat,product_group,sales_volume,date_of_manufacture,date_of_expiry,status
,,Coca-Cola,Coffee,8.86,,,,,,,SuperValue,-87.66459831,41.91818171,Beverages,80.0,14/10/2024,21/09/2025,yes
,,Campina,Yogurt,3.08,,,,,,,PrimePick,-112.0336348,33.46739637,Dairy Products,57.0,07/05/2024,26/05/2024,yes
,,Milka,Ice Cream,6.47,,,,,,,MarketMax,2.378913809,48.854288,Sweets,75.0,05/01/2025,07/07/2025,yes
,,Tyson,Poultry,17.48,,,,,,,FoodWorld,37.6239783,55.80046041,Meat Products,9.0,17/06/2024,02/07/2024,yes
,,Ozon,Bread,5.22,,,,,,,SuperValue,-87.58629711,41.83919718,Bakery Products,92.0,30/04/2024,05/08/2024,no
,,Ozon,Bread,7.87,,,,,,,MegaMarket,-73.99696773,40.72498622,Bakery Products,25.0,06/12/2024,22/02/2025,no
,,Campina,Yogurt,5.59,,,,,,,MegaMarket,-73.96541833,40.71176091,Dairy Products,90.0,22/08/2024,08/10/2024,yes
,,Coca-Cola,Juices,13.21,,,,,,,MegaMarket,-73.95649033,40.69008365,Beverages,71.0,04/04/2024,11/02/2025,no
,,Pepsi,Tea,10.73,,,,,,,MegaMarket,-74.05407878,40.73626413,Beverages,49.0,03/10/2024,07/05/2025,yes
,,Lipton,Juices,8.73,,,,,,,MarketMax,2.382514603,48.84016349,Beverages,17.0,12/09/2024,03/12/2025,yes
,,Campina,Kefir,8.49,,,,,,,PrimePick,-112.0790126,33.40673061,Dairy Products,66.0,16/05/2024,01/06/2024,no
,,Danone,Cottage Cheese,2.08,,,,,,,FreshFoods,-118.2759893,34.0264961,Dairy Products,31.0,02/05/2024,25/05/2024,yes
,,Yashkino,Buns,6.5,,,,,,,GoldenCart,-0.116053933,51.54441596,Bakery Products,59.0,05/02/2025,07/05/2025,yes
,,Danone,Milk,5.46,,,,,,,FreshFoods,-118.2798285,34.00781664,Dairy Products,92.0,04/05/2024,18/05/2024,yes
,,Cherkizovo,Lamb,24.76,,,,,,,EcoGrocer,-95.4118588,29.71539986,Meat Products,61.0,28/06/2024,19/08/2024,yes
,,Mars,Ice Cream,2.8,,,,,,,SuperValue,-87.60664353,41.87502105,Sweets,24.0,03/12/2024,06/03/2025,no
,,Barilla,Buns,2.31,,,,,,,PrimePick,-112.0698002,33.41278928,Bakery Products,98.0,26/04/2024,20/06/2024,yes
,,Milka,Halva,4.18,,,,,,,EcoGrocer,-95.35627031,29.72664236,Sweets,53.0,03/12/2024,27/07/2025,yes
,,Hormel,Lamb,14.88,,,,,,,GoldenCart,-0.124744915,51.53094432,Meat Products,9.0,19/04/2024,30/04/2024,no
,,Campina,Butter,9.82,,,,,,,MegaMarket,-73.97422965,40.72478454,Dairy Products,92.0,02/11/2024,17/11/2024,yes
,,Cherkizovo,Smoked Meat,19.54,,,,,,,GoldenCart,-0.086166662,51.51621386,Meat Products,9.0,04/01/2025,27/01/2025,yes
,,Nestl̩ Pure Life,Tea,4.19,,,,,,,GoldenCart,-0.129755119,51.53161926,Beverages,41.0,23/12/2024,01/01/2026,yes
,,Perdue,Sausage,7.84,,,,,,,GoldenCart,-0.089802535,51.49837324,Meat Products,60.0,05/11/2024,21/11/2024,no
,,Perdue,Smoked Meat,5.28,,,,,,,MarketMax,2.389536176,48.90156341,Meat Products,20.0,09/10/2024,08/11/2024,no
,,Barilla,Wheat Flour,2.9,,,,,,,SuperValue,-87.58519571,41.84320387,Bakery Products,51.0,15/11/2024,30/12/2024,yes
,,Milka,Candies,6.33,,,,,,,FoodWorld,37.59765221,55.74502319,Sweets,25.0,23/11/2024,03/11/2025,no
,,Tyson,Beef,10.79,,,,,,,SuperValue,-87.61322108,41.87683421,Meat Products,42.0,18/11/2024,02/01/2025,yes
,,Parmalat,Cream,7.47,,,,,,,FoodWorld,37.60893454,55.7861622,Dairy Products,21.0,08/09/2024,31/10/2024,yes
,,Hormel,Smoked Meat,24.41,,,,,,,FreshFoods,-118.2407363,34.06211158,Meat Products,17.0,24/09/2024,06/11/2024,yes
,,Oscar Mayer,Poultry,10.61,,,,,,,FoodWorld,37.59191099,55.74280085,Meat Products,82.0,17/11/2024,13/01/2025,yes
,,Cherkizovo,Lamb,9.74,,,,,,,GoldenCart,-0.087614419,51.52723295,Meat Products,91.0,16/01/2025,03/03/2025,no
,,Cherkizovo,Beef,11.43,,,,,,,FoodWorld,37.65635571,55.7621298,Meat Products,50.0,02/06/2024,18/07/2024,yes
,,Tyson,Sausage,20.4,,,,,,,FoodWorld,37.65639106,55.76605998,Meat Products,50.0,25/06/2024,21/08/2024,no
,,Makfa,Buns,6.77,,,,,,,GoldenCart,-0.171897875,51.54217728,Bakery Products,1.0,02/09/2024,09/12/2024,yes
,,Nestl̩ Pure Life,Coffee,14.41,,,,,,,SuperValue,-87.58413324,41.90646843,Beverages,69.0,29/06/2024,06/07/2025,yes
,,Yashkino,Noodles,3.96,,,,,,,FreshFoods,-118.2876437,34.03176196,Bakery Products,37.0,24/07/2024,04/11/2024,no
,,Tyson,Beef,13.43,,,,,,,MegaMarket,-74.035576,40.6926177,Meat Products,84.0,11/02/2025,07/04/2025,yes
,,Yashkino,Biscuits,7.56,,,,,,,SuperValue,-87.64159805,41.87276851,Bakery Products,98.0,26/08/2024,29/09/2024,yes
,,Yashkino,Pasta,1.37,,,,,,,EcoGrocer,-95.37446665,29.78102967,Bakery Products,42.0,27/03/2024,04/05/2024,yes
,,Nescaf̩,Mineral Water,6.54,,,,,,,FoodWorld,37.59882687,55.7426822,Beverages,81.0,27/10/2024,22/03/2026,yes
,,Mars,Halva,2.64,,,,,,,MegaMarket,-74.02359858,40.7271621,Sweets,8.0,25/05/2024,04/05/2025,yes
,,Barilla,Bread,3.89,,,,,,,SuperValue,-87.66346183,41.83832532,Bakery Products,46.0,08/09/2024,05/10/2024,no
,,Lipton,Carbonated Drinks,7.28,,,,,,,FoodWorld,37.57351505,55.74585599,Beverages,71.0,03/05/2024,30/05/2025,yes
,,Mars,Chocolate,2.42,,,,,,,PrimePick,-112.1183486,33.42113962,Sweets,83.0,12/07/2024,12/06/2025,yes
,,Yashkino,Bread,5.69,,,,,,,EcoGrocer,-95.3243579,29.8053966,Bakery Products,42.0,03/10/2024,21/03/2025,yes
,,Nescaf̩,Mineral Water,3.92,,,,,,,PrimePick,-112.0570358,33.44762273,Beverages,6.0,29/06/2024,31/01/2025,yes
,,Cherkizovo,Lamb,15.72,,,,,,,MegaMarket,-74.04793726,40.69773815,Meat Products,51.0,05/07/2024,21/07/2024,no
,,Nestl̩,Candies,5.34,,,,,,,NutriMart,-99.12757373,19.41074171,Sweets,26.0,24/01/2025,02/09/2025,yes
,,Coca-Cola,Tea,11.78,,,,,,,PrimePick,-112.0589537,33.43766324,Beverages,78.0,15/02/2025,20/01/2027,yes
,,Makfa,Noodles,2.5,,,,,,,FreshFoods,-118.2132364,34.00636601,Bakery Products,95.0,18/08/2024,13/02/2025,yes
,,Yashkino,Bread,3.17,,,,,,,PrimePick,-112.1185632,33.43449383,Bakery Products,28.0,05/12/2024,18/12/2024,yes
,,Nestl̩ Pure Life,Tea,13.89,,,,,,,SuperValue,-87.65916473,41.9141358,Beverages,51.0,21/01/2025,05/01/2026,yes
,,Barilla,Noodles,5.33,,,,,,,NutriMart,-99.08452188,19.41113425,Bakery Products,14.0,19/03/2024,02/04/2024,no
,,Nescaf̩,Carbonated Drinks,4.01,,,,,,,PrimePick,-112.0936553,33.49141594,Beverages,13.0,15/04/2024,23/10/2025,yes
,,Perdue,Smoked Meat,5.7,,,,,,,MarketMax,2.339482097,48.88078465,Meat Products,3.0,18/08/2024,13/10/2024,yes
,,Barilla,Buns,2.22,,,,,,,SuperValue,-87.58678742,41.85437257,Bakery Products,96.0,03/04/2024,09/08/2024,yes
,,Milka,Cakes,2.63,,,,,,,EcoGrocer,-95.331156,29.75592446,Sweets,3.0,01/01/2025,02/12/2025,yes
,,Nestl̩,Cheese,3.4,,,,,,,EcoGrocer,-95.35199807,29.71691578,Dairy Products,56.0,12/11/2024,17/01/2025,yes
,,Hormel,Smoked Meat,10.35,,,,,,,MegaMarket,-73.96005711,40.728461,Meat Products,62.0,30/06/2024,27/08/2024,yes
,,Campina,Milk,9.62,,,,,,,EcoGrocer,-95.37500109,29.73388185,Dairy Products,73.0,27/10/2024,20/01/2025,yes
,,Hormel,Beef,21.41,,,,,,,EcoGrocer,-95.3455474,29.78195693,Meat Products,77.0,23/09/2024,29/10/2024,yes
,,Roshen,Candies,6.07,,,,,,,GoldenCart,-0.140672772,51.52326013,Sweets,42.0,09/02/2025,03/11/2025,yes
,,Oscar Mayer,Smoked Meat,15.85,,,,,,,GoldenCart,-0.143056288,51.50414842,Meat Products,97.0,27/11/2024,16/01/2025,yes
,,Ozon,Bread,6.28,,,,,,,MarketMax,2.327520031,48.81524456,Bakery Products,83.0,12/11/2024,14/03/2025,no
,,Yashkino,Bread,6.96,,,,,,,SuperValue,-87.64545462,41.91707409,Bakery Products,70.0,05/02/2025,24/03/2025,yes
,,Coca-Cola,Coffee,2.45,,,,,,,EcoGrocer,-95.38016498,29.79286855,Beverages,70.0,09/04/2024,22/03/2026,yes
,,Ozon,Biscuits,4.84,,,,,,,TastyBite,139.6167702,35.69266369,Bakery Products,15.0,01/09/2024,12/12/2024,yes
,,Coca-Cola,Carbonated Drinks,3.18,,,,,,,MarketMax,2.337313436,48.82850714,Beverages,82.0,11/02/2025,17/11/2026,yes
,,Mars,Ice Cream,4.42,,,,,,,EcoGrocer,-95.33048165,29.78202019,Sweets,19.0,24/04/2024,26/12/2024,yes
,,Barilla,Wheat Flour,2.45,,,,,,,EcoGrocer,-95.41014128,29.76459669,Bakery Products,4.0,17/08/2024,23/09/2024,no
,,President,Kefir,7.58,,,,,,,FreshFoods,-118.2484401,34.00890218,Dairy Products,85.0,11/10/2024,26/10/2024,yes
,,Roshen,Ice Cream,8.79,,,,,,,MarketMax,2.332578661,48.84409159,Sweets,82.0,27/01/2025,18/05/2025,no
,,Lipton,Coffee,10.64,,,,,,,FoodWorld,37.57040403,55.73776318,Beverages,99.0,08/05/2024,10/01/2026,yes
,,President,Milk,4.02,,,,,,,GoldenCart,-0.109315183,51.55231223,Dairy Products,63.0,02/05/2024,15/07/2024,yes
,,President,Cheese,6.83,,,,,,,EcoGrocer,-95.34823915,29.78282786,Dairy Products,96.0,07/09/2024,21/10/2024,yes
,,Pepsi,Coffee,10.57,,,,,,,GoldenCart,-0.100083623,51.48838136,Beverages,53.0,06/05/2024,12/11/2024,yes
,,Ferrero,Ice Cream,10.01,,,,,,,MegaMarket,-74.011557,40.75635382,Sweets,36.0,02/01/2025,17/10/2025,yes
,,Nestl̩,Candies,2.4,,,,,,,MegaMarket,-74.04423314,40.68812043,Sweets,58.0,16/08/2024,05/02/2025,yes
,,Danone,Cheese,5.1,,,,,,,MarketMax,2.317679619,48.81756746,Dairy Products,63.0,24/07/2024,07/08/2024,no
,,Makfa,Bread,2.6,,,,,,,SuperValue,-87.67541253,41.90534627,Bakery Products,88.0,11/01/2025,24/05/2025,yes
,,Roshen,Chocolate,9.94,,,,,,,FreshFoods,-118.2797795,34.01235377,Sweets,57.0,28/11/2024,01/09/2025,yes
,,Mars,Ice Cream,6.36,,,,,,,TastyBite,139.6371288,35.71596895,Sweets,61.0,05/04/2024,23/11/2024,no
,,Perdue,Sausage,7.42,,,,,,,FreshFoods,-118.2674224,34.00871753,Meat Products,65.0,21/07/2024,05/08/2024,yes
,,Milka,Halva,11.71,,,,,,,NutriMart,-99.1635483,19.40127907,Sweets,34.0,18/11/2024,22/03/2025,yes
,,Makfa,Pasta,1.08,,,,,,,NutriMart,-99.12723334,19.42392558,Bakery Products,39.0,26/05/2024,10/09/2024,yes
,,Roshen,Chocolate,11.21,,,,,,,MegaMarket,-73.98940888,40.67407526,Sweets,39.0,28/05/2024,05/02/2025,no
,,Pepsi,Mineral Water,3.05,,,,,,,EcoGrocer,-95.37232404,29.7292667,Beverages,23.0,03/10/2024,12/06/2025,yes
,,Nescaf̩,Mineral Water,9.78,,,,,,,TastyBite,139.6763518,35.64074026,Beverages,73.0,11/06/2024,17/08/2025,yes
,,Coca-Cola,Tea,1.39,,,,,,,GoldenCart,-0.095002436,51.55116085,Beverages,6.0,30/08/2024,06/04/2026,yes
,,Makfa,Biscuits,5.52,,,,,,,GoldenCart,-0.117156349,51.49647762,Bakery Products,79.0,04/12/2024,25/03/2025,no
,,Coca-Cola,Tea,1.93,,,,,,,SuperValue,-87.62767415,41.85223406,Beverages,77.0,03/04/2024,01/12/2025,yes
,,Perdue,Poultry,24.73,,,,,,,SuperValue,-87.67580515,41.90539181,Meat Products,60.0,14/02/2025,13/04/2025,yes
,,Nescaf̩,Tea,7.57,,,,,,,TastyBite,139.6922327,35.68672959,Beverages,50.0,14/01/2025,30/11/2025,yes
,,Mars,Cakes,10.75,,,,,,,FoodWorld,37.62057391,55.80332267,Sweets,81.0,03/08/2024,19/03/2025,yes
,,Yashkino,Pasta,6.78,,,,,,,EcoGrocer,-95.32921892,29.74170516,Bakery Products,45.0,22/08/2024,17/10/2024,yes
,,Yashkino,Pasta,5.81,,,,,,,MarketMax,2.361976051,48.83445221,Bakery Products,99.0,17/08/2024,11/10/2024,yes
,,Nescaf̩,Coffee,9.94,,,,,,,TastyBite,139.6207464,35.68149032,Beverages,23.0,18/05/2024,08/09/2025,yes
,,Nestl̩ Pure Life,Carbonated Drinks,14.05,,,,,,,GoldenCart,-0.113052267,51.47570778,Beverages,51.0,21/11/2024,21/02/2026,yes
,,Tyson,Sausage,6.33,,,,,,,GoldenCart,-0.117201624,51.47203399,Meat Products,71.0,06/10/2024,13/10/2024,no
,,Roshen,Cakes,3.99,,,,,,,PrimePick,-112.0785239,33.49118057,Sweets,66.0,03/01/2025,04/11/2025,yes
,,President,Cheese,3.12,,,,,,,MarketMax,2.35115596,48.86941127,Dairy Products,50.0,26/08/2024,24/09/2024,yes
,,Amul,Cottage Cheese,9.41,,,,,,,MegaMarket,-74.048972,40.66690346,Dairy Products,35.0,23/05/2024,18/06/2024,yes
,,Nestl̩,Milk,4.27,,,,,,,EcoGrocer,-95.3537703,29.71439374,Dairy Products,44.0,01/02/2025,22/03/2025,yes
,,Cherkizovo,Poultry,16.07,,,,,,,EcoGrocer,-95.36273829,29.77223119,Meat Products,31.0,04/06/2024,12/06/2024,yes
,,Pepsi,Coffee,2.28,,,,,,,EcoGrocer,-95.32316003,29.72758423,Beverages,79.0,27/03/2024,06/03/2025,no
,,Pioner,Pasta,2.16,,,,,,,PrimePick,-112.1115437,33.47935503,Bakery Products,31.0,09/11/2024,21/04/2025,yes
,,Perdue,Hot Dogs,9.27,,,,,,,EcoGrocer,-95.41948316,29.73834707,Meat Products,77.0,02/10/2024,06/11/2024,yes
,,Pioner,Noodles,4.79,,,,,,,FreshFoods,-118.2492867,34.04305346,Bakery Products,97.0,29/09/2024,11/10/2024,yes
,,Hormel,Beef,12.76,,,,,,,FoodWorld,37.65481467,55.74946503,Meat Products,64.0,03/12/2024,18/01/2025,yes
,,Nestl̩,Candies,5.14,,,,,,,EcoGrocer,-95.34945436,29.74769611,Sweets,52.0,03/07/2024,20/01/2025,yes
,,Nescaf̩,Tea,10.04,,,,,,,EcoGrocer,-95.32995474,29.78189338,Beverages,4.0,01/01/2025,06/03/2026,yes
,,Coca-Cola,Tea,2.25,,,,,,,MegaMarket,-74.02148158,40.70168699,Beverages,56.0,02/11/2024,09/07/2026,yes
,,Perdue,Lamb,17.9,,,,,,,EcoGrocer,-95.32864014,29.73731216,Meat Products,22.0,09/07/2024,22/08/2024,yes
,,Tyson,Lamb,17.31,,,,,,,EcoGrocer,-95.32188385,29.79499025,Meat Products,12.0,08/06/2024,20/06/2024,yes
,,Pepsi,Juices,13.19,,,,,,,PrimePick,-112.030799,33.40632554,Beverages,19.0,28/10/2024,05/02/2026,yes
,,Barilla,Noodles,6.48,,,,,,,MarketMax,2.354250797,48.83775983,Bakery Products,7.0,06/01/2025,29/06/2025,no
,,Pepsi,Carbonated Drinks,1.94,,,,,,,SuperValue,-87.63277516,41.8569243,Beverages,3.0,27/06/2024,12/03/2025,yes
,,Milka,Jam,11.32,,,,,,,SuperValue,-87.60189407,41.88149533,Sweets,23.0,05/06/2024,03/06/2025,yes
,,Cherkizovo,Beef,12.88,,,,,,,MegaMarket,-74.03882055,40.69534779,Meat Products,65.0,02/12/2024,12/12/2024,yes
,,Milka,Halva,6.55,,,,,,,FoodWorld,37.5805291,55.72139094,Sweets,36.0,10/11/2024,13/06/2025,no
,,Nestl̩,Cheese,5.69,,,,,,,EcoGrocer,-95.35919892,29.72660869,Dairy Products,18.0,19/03/2024,08/05/2024,no
,,Nestl̩,Jam,9.52,,,,,,,MarketMax,2.374823494,48.86163157,Sweets,67.0,16/09/2024,10/07/2025,yes
,,Barilla,Pasta,6.89,,,,,,,MarketMax,2.387992683,48.82328955,Bakery Products,10.0,20/01/2025,01/05/2025,yes
,,Parmalat,Cheese,5.48,,,,,,,MarketMax,2.332151796,48.84485723,Dairy Products,26.0,27/03/2024,07/05/2024,yes
,,Ozon,Biscuits,7.3,,,,,,,SuperValue,-87.62075701,41.87309404,Bakery Products,32.0,30/05/2024,10/06/2024,no
,,Nestl̩ Pure Life,Carbonated Drinks,14.43,,,,,,,PrimePick,-112.0773651,33.44707758,Beverages,60.0,24/05/2024,19/01/2026,yes
,,Hormel,Beef,22.74,,,,,,,SuperValue,-87.58752533,41.91780389,Meat Products,45.0,12/11/2024,13/12/2024,no
,,Roshen,Ice Cream,5.52,,,,,,,FreshFoods,-118.2582226,34.06202365,Sweets,6.0,19/11/2024,23/03/2025,yes
,,Yashkino,Bread,2.53,,,,,,,TastyBite,139.69951,35.64279454,Bakery Products,8.0,31/03/2024,15/08/2024,yes
,,Nestl̩,Cakes,5.68,,,,,,,MegaMarket,-74.02259591,40.70763587,Sweets,80.0,02/09/2024,25/04/2025,no
,,Lipton,Coffee,1.94,,,,,,,NutriMart,-99.13936022,19.39492978,Beverages,5.0,24/12/2024,22/11/2026,no
,,Oscar Mayer,Lamb,17.34,,,,,,,MarketMax,2.373627117,48.83961521,Meat Products,98.0,27/06/2024,09/07/2024,yes
,,Makfa,Biscuits,6.6,,,,,,,EcoGrocer,-95.38950897,29.71458916,Bakery Products,73.0,26/06/2024,17/10/2024,no
,,Barilla,Wheat Flour,6.09,,,,,,,MarketMax,2.327714788,48.8613056,Bakery Products,21.0,07/04/2024,20/06/2024,no
,,Coca-Cola,Mineral Water,9.64,,,,,,,EcoGrocer,-95.32168027,29.75723066,Beverages,86.0,09/11/2024,23/04/2026,no
,,Roshen,Jam,7.27,,,,,,,FoodWorld,37.59310834,55.80136684,Sweets,43.0,05/02/2025,20/10/2025,yes
,,Ferrero,Candies,4.72,,,,,,,NutriMart,-99.15530354,19.43460483,Sweets,3.0,27/10/2024,29/09/2025,no
,,Coca-Cola,Coffee,12.54,,,,,,,PrimePick,-112.0515723,33.44828744,Beverages,39.0,28/07/2024,13/05/2025,yes
,,Barilla,Buns,3.89,,,,,,,EcoGrocer,-95.3949262,29.79847462,Bakery Products,70.0,02/12/2024,11/03/2025,yes
,,Yashkino,Biscuits,7.48,,,,,,,NutriMart,-99.17508708,19.41572131,Bakery Products,85.0,21/04/2024,17/07/2024,yes
,,Coca-Cola,Juices,4.3,,,,,,,MarketMax,2.317604594,48.88810608,Beverages,48.0,18/05/2024,25/09/2025,no
,,Pioner,Biscuits,5.27,,,,,,,FoodWorld,37.60693447,55.79858355,Bakery Products,31.0,12/08/2024,20/10/2024,yes
,,Nestl̩,Milk,6.32,,,,,,,SuperValue,-87.6204554,41.88789822,Dairy Products,11.0,23/03/2024,25/04/2024,yes
,,Barilla,Wheat Flour,1.93,,,,,,,FreshFoods,-118.2143411,34.09563743,Bakery Products,61.0,17/06/2024,02/07/2024,no
,,Cherkizovo,Beef,11.6,,,,,,,GoldenCart,-0.085991643,51.52527397,Meat Products,6.0,11/06/2024,07/07/2024,yes
,,Danone,Butter,2.86,,,,,,,NutriMart,-99.17924863,19.39083458,Dairy Products,22.0,05/10/2024,20/12/2024,yes
,,Milka,Candies,3.57,,,,,,,NutriMart,-99.17603167,19.46628498,Sweets,9.0,10/11/2024,21/06/2025,no
,,Tyson,Sausage,14.45,,,,,,,TastyBite,139.6609484,35.63581202,Meat Products,44.0,10/06/2024,31/07/2024,yes
,,Lipton,Carbonated Drinks,4.37,,,,,,,TastyBite,139.6656489,35.65683988,Beverages,40.0,02/09/2024,02/10/2025,yes
,,Danone,Milk,7.78,,,,,,,SuperValue,-87.67392519,41.83177977,Dairy Products,58.0,22/05/2024,24/06/2024,yes
,,Lipton,Tea,14.12,,,,,,,GoldenCart,-0.119872969,51.52617258,Beverages,16.0,11/02/2025,15/06/2026,yes
,,Pepsi,Juices,12.78,,,,,,,FoodWorld,37.60372093,55.77141817,Beverages,9.0,13/04/2024,11/11/2024,no
,,Nestl̩ Pure Life,Tea,10.22,,,,,,,MarketMax,2.351961693,48.82525625,Beverages,18.0,02/09/2024,07/05/2026,no
,,Ozon,Biscuits,2.04,,,,,,,NutriMart,-99.16480381,19.46941339,Bakery Products,12.0,23/11/2024,23/02/2025,no
,,Oscar Mayer,Smoked Meat,20.42,,,,,,,EcoGrocer,-95.37026424,29.76167844,Meat Products,24.0,18/10/2024,27/10/2024,yes
,,Nestl̩,Cheese,3.69,,,,,,,GoldenCart,-0.140497611,51.53742086,Dairy Products,99.0,30/11/2024,08/01/2025,yes
,,Roshen,Halva,9.7,,,,,,,TastyBite,139.639369,35.6535446,Sweets,79.0,27/06/2024,05/05/2025,no
,,Milka,Halva,4.84,,,,,,,MegaMarket,-73.98408928,40.70829525,Sweets,97.0,07/11/2024,27/02/2025,yes
,,Lipton,Tea,13.92,,,,,,,NutriMart,-99.10401617,19.44530427,Beverages,78.0,05/01/2025,25/02/2026,no
,,Danone,Cream,4.12,,,,,,,EcoGrocer,-95.38977175,29.75532713,Dairy Products,75.0,27/07/2024,29/09/2024,yes
,,Pioner,Wheat Flour,6.62,,,,,,,MegaMarket,-73.97384929,40.68498009,Bakery Products,56.0,12/04/2024,08/05/2024,yes
,,Cherkizovo,Smoked Meat,9.27,,,,,,,TastyBite,139.6019343,35.72019169,Meat Products,7.0,28/11/2024,11/01/2025,yes
,,Nescaf̩,Juices,1.2,,,,,,,PrimePick,-112.0384766,33.47636748,Beverages,23.0,23/12/2024,12/01/2026,yes
,,Nestl̩,Yogurt,7.26,,,,,,,GoldenCart,-0.083142144,51.5220843,Dairy Products,96.0,29/07/2024,02/09/2024,yes
,,Ozon,Wheat Flour,7.99,,,,,,,MarketMax,2.344844939,48.82278615,Bakery Products,98.0,13/08/2024,07/11/2024,yes
,,Nestl̩,Yogurt,2.91,,,,,,,FreshFoods,-118.2781431,34.00982258,Dairy Products,9.0,04/08/2024,09/09/2024,yes
,,Nestl̩,Halva,9.85,,,,,,,FreshFoods,-118.2101809,34.05224631,Sweets,16.0,20/11/2024,10/07/2025,yes
,,Yashkino,Bread,6.63,,,,,,,FreshFoods,-118.2549119,34.03752402,Bakery Products,93.0,28/03/2024,09/09/2024,no
,,Oscar Mayer,Hot Dogs,14.57,,,,,,,FreshFoods,-118.2774708,34.1014123,Meat Products,89.0,17/12/2024,05/01/2025,no
,,Coca-Cola,Coffee,3.35,,,,,,,GoldenCart,-0.092449377,51.46037891,Beverages,100.0,11/10/2024,12/11/2025,yes
,,Campina,Yogurt,8.17,,,,,,,FoodWorld,37.64207343,55.78314634,Dairy Products,85.0,27/11/2024,20/02/2025,yes
,,Pepsi,Mineral Water,14.83,,,,,,,GoldenCart,-0.173603537,51.47731131,Beverages,74.0,16/09/2024,01/04/2025,no
,,Perdue,Beef,15.41,,,,,,,GoldenCart,-0.094048088,51.49895337,Meat Products,18.0,07/05/2024,21/06/2024,no
,,Milka,Chocolate,4.46,,,,,,,NutriMart,-99.13376546,19.39617703,Sweets,80.0,04/04/2024,12/12/2024,yes
,,Parmalat,Cream,9.99,,,,,,,MarketMax,2.388065691,48.83594513,Dairy Products,18.0,29/07/2024,29/09/2024,yes
,,Tyson,Sausage,5.45,,,,,,,MarketMax,2.399712956,48.90473103,Meat Products,40.0,19/08/2024,21/09/2024,no
,,Yashkino,Noodles,1.79,,,,,,,GoldenCart,-0.168492375,51.47587761,Bakery Products,77.0,09/05/2024,16/08/2024,no
,,Ferrero,Halva,4.77,,,,,,,GoldenCart,-0.165427303,51.48923117,Sweets,11.0,15/07/2024,07/11/2024,no
,,Campina,Cottage Cheese,9.25,,,,,,,TastyBite,139.6915973,35.70168406,Dairy Products,74.0,23/12/2024,13/02/2025,yes
,,Parmalat,Cheese,7.93,,,,,,,FreshFoods,-118.2184698,34.09173258,Dairy Products,12.0,05/09/2024,23/10/2024,yes
,,President,Milk,6.34,,,,,,,FreshFoods,-118.2348696,34.09709838,Dairy Products,61.0,19/09/2024,23/11/2024,yes
,,Barilla,Bread,7.43,,,,,,,NutriMart,-99.09369755,19.47656572,Bakery Products,22.0,21/06/2024,11/12/2024,no
,,Makfa,Pasta,7.93,,,,,,,FreshFoods,-118.2920155,34.06528389,Bakery Products,95.0,04/12/2024,10/02/2025,yes
,,Pioner,Noodles,2.48,,,,,,,TastyBite,139.6579691,35.71370727,Bakery Products,31.0,18/04/2024,13/08/2024,yes
,,Pioner,Noodles,2.89,,,,,,,EcoGrocer,-95.39052937,29.79290254,Bakery Products,53.0,09/01/2025,30/03/2025,yes
,,Nestl̩,Chocolate,9.47,,,,,,,FreshFoods,-118.2682001,34.07289044,Sweets,15.0,12/10/2024,17/04/2025,yes
,,Campina,Yogurt,9.99,,,,,,,NutriMart,-99.11911794,19.40103579,Dairy Products,17.0,08/04/2024,21/05/2024,no
,,Ozon,Wheat Flour,2.47,,,,,,,FreshFoods,-118.2804038,34.07060682,Bakery Products,74.0,20/03/2024,09/09/2024,yes
,,Pepsi,Carbonated Drinks,13.16,,,,,,,MegaMarket,-74.0218643,40.70413558,Beverages,93.0,13/02/2025,16/12/2025,yes
,,Perdue,Smoked Meat,9.14,,,,,,,MarketMax,2.354086593,48.84447246,Meat Products,26.0,07/02/2025,23/02/2025,yes
,,Coca-Cola,Juices,3.22,,,,,,,EcoGrocer,-95.3248857,29.75939133,Beverages,1.0,26/10/2024,11/08/2026,no
,,Pioner,Wheat Flour,2.96,,,,,,,MegaMarket,-74.0035718,40.73763243,Bakery Products,37.0,30/05/2024,17/08/2024,yes
,,Amul,Cheese,5.59,,,,,,,MegaMarket,-73.97973667,40.7101234,Dairy Products,45.0,21/08/2024,02/10/2024,yes
,,Oscar Mayer,Sausage,5.34,,,,,,,PrimePick,-112.0276492,33.4823468,Meat Products,29.0,29/10/2024,13/11/2024,yes
,,Roshen,Jam,9.21,,,,,,,FoodWorld,37.66594931,55.74425816,Sweets,19.0,14/05/2024,27/12/2024,yes
,,Perdue,Beef,9.82,,,,,,,FreshFoods,-118.2278706,34.02938121,Meat Products,9.0,03/01/2025,16/01/2025,yes
,,Roshen,Halva,11.77,,,,,,,EcoGrocer,-95.35295531,29.78617369,Sweets,68.0,20/06/2024,30/05/2025,yes
,,Nestl̩,Halva,3.93,,,,,,,MegaMarket,-73.98703622,40.69553767,Sweets,44.0,19/03/2024,18/02/2025,yes
,,Cherkizovo,Lamb,21.84,,,,,,,PrimePick,-112.0815151,33.47048808,Meat Products,81.0,10/10/2024,28/11/2024,yes
,,Ferrero,Candies,5.57,,,,,,,NutriMart,-99.14520785,19.41828875,Sweets,42.0,11/04/2024,29/12/2024,no
